Fid,gender,age,location_type,preferred_time,preferred_language_for_learning,prefered_location ,learning_group,average_time_ spent,elearning_style,Label
10.42.0.211-10.42.0.1-5059-53-17,Female,45,Rural,Morning,English,To prepare class Assignments,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-54.230.38.124-47519-80-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
162.208.22.39-10.42.0.151-443-60978-6,Male,40,Rural,Evening,English,w Central Library,Science,2-4 hours,VERBAL,1
182.22.31.124-10.42.0.211-443-57818-6,Male,40,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
209.10.120.26-10.42.0.211-80-39867-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-23.21.246.117-56963-443-6,Male,35,Rural,Afternoon,English,w Central Library,Science,Less than an hour,NON VERBAL,0
172.217.7.132-10.42.0.151-443-41001-6,Male,40,Rural,Afternoon,English,w Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-113.207.48.142-59167-80-6,Male,55,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.6.206-10.42.0.42-443-41474-6,Female,75,Rural,Evening,English,Home,Science, 2-4 hours,NON VERBAL,0
220.243.219.55-10.42.0.151-80-42898-6,Female,40,Rural,Late Night,English,w Home,Science,Less than an hour,NON VERBAL,0
174.35.73.77-10.42.0.42-80-40089-6,Male,35,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-104.254.66.16-44699-80-6,Male,45,Rural,Evening,English,Other Places,Science, 5-6 hours,VERBAL,1
10.42.0.211-64.71.142.96-42054-443-6,Male,40,Rural,Morning,English,Home,Science, 6 and Above,VERBAL,1
172.217.10.3-10.42.0.151-443-48229-6,Male,75,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-52.84.29.154-47440-443-6,Male,45,Rural,Late Night,English,Park or Garden,Science, 2-4 hours,VERBAL,1
182.22.25.124-10.42.0.211-443-54109-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-92.98.43.13-43477-8577-17,Male,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-115.239.210.141-35808-443-6,Female,40,Rural,Late Night,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-61.155.222.80-55950-80-6,Female,45,Rural,Afternoon,English,Central Library,Science,Less than an hour,NON VERBAL,0
175.100.207.231-10.42.0.211-80-35719-6,Male,65,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
180.149.135.239-10.42.0.211-80-60245-6,Female,45,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-10232-53-17,Male,60,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
180.149.136.194-10.42.0.211-80-50575-6,Male,70,Rural,Evening,English,Other Places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-64.71.142.96-58355-443-6,Male,60,Rural,Morning,English,Class Room,Science,g 5-6 hours,NON VERBAL,0
175.100.207.232-10.42.0.211-80-46720-6,Female,70,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
205.185.216.42-10.42.0.211-80-41784-6,Male,35,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
220.243.219.55-10.42.0.211-80-50901-6,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-47820-53-17,Male,40,Rural,Morning,English,College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-9577-53-17,Male,60,Rural,Morning,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
10.42.0.1-10.42.0.42-53-5589-17,Male,40,Rural,Afternoon,English,Central Library,Science, Less than an hour,VERBAL,1
175.100.207.231-10.42.0.42-80-58451-6,Male,40,Rural,Late Night,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-37390-53-17,Female,50,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.3.106-10.42.0.151-443-34323-6,Male,40,Rural,Morning,English,Central Library,Science, Less than an hour,NON VERBAL,0
172.217.11.14-10.42.0.151-443-59031-6,Male,45,Rural,Evening,English,College Lab,Science,Less than an hour,NON VERBAL,0
175.100.207.233-10.42.0.211-80-42376-6,Male,50,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
192.229.163.180-10.42.0.211-443-51130-6,Female,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-25347-53-17,Male,60,Urban,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-77.234.42.92-41668-443-6,Male,30,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
172.217.9.226-10.42.0.151-443-45077-6,Male,55,Rural,Evening,English,College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-103.7.30.118-56421-80-6,Male,45,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.141-10.42.0.151-443-39762-6,Male,40,Rural,Morning,English,Class Room,Science,2-4 hours,NON VERBAL,0
182.254.5.234-10.42.0.151-80-45945-6,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-57761-53-17,Female,45,Urban,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.120-35949-80-6,Male,30,Urban,Late Night,English,w Park or Garden,Science,Less than an hour,VERBAL,1
139.162.45.175-10.42.0.42-80-44515-6,Male,50,Urban,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.151-52.84.29.134-39900-443-6,Male,40,Rural,Afternoon,English,Central Library,Science, 2-4 hours,VERBAL,1
203.205.158.52-10.42.0.211-80-40318-6,Female,40,Urban,Late Night,English,Home,Science,2-4 hours,VERBAL,1
203.205.158.61-10.42.0.211-80-53327-6,Male,40,Rural,Late Night,English,Home,Science, 6 and Above,VERBAL,1
203.205.158.63-10.42.0.151-80-51961-6,Male,25,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
157.240.2.25-10.42.0.211-443-34219-6,Male,35,Rural,Evening,English,Class Room,Science,Less than an hour,NON VERBAL,0
172.217.3.99-10.42.0.42-443-56481-6,Female,50,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
172.217.10.104-10.42.0.151-443-49201-6,Male,50,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.12.142-10.42.0.151-443-38241-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-125.39.83.108-36365-443-6,Male,55,Rural,Morning,English,w Park or Garden,Science,Less than an hour,VERBAL,1
173.222.150.38-10.42.0.151-443-40518-6,Female,60,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
174.35.73.93-10.42.0.211-443-36735-6,Female,30,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
209.10.120.26-10.42.0.211-80-48313-6,Male,45,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-18191-53-17,Male,40,Rural,Afternoon,English,Class Room,Science,Less than an hour,VERBAL,1
162.208.22.39-10.42.0.42-443-55491-6,Female,60,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-65.52.108.74-41781-443-6,Male,45,Rural,Morning,English,w Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-47232-53-17,Male,25,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-106.11.176.1-39404-443-6,Male,35,Rural,Late Night,English,Campus Ground,Science, 2-4 hours,VERBAL,1
171.84.4.11-10.42.0.42-80-38999-6,Male,40,Rural,Evening,English,w Campus Ground,Science,2-4 hours,NON VERBAL,0
162.208.22.39-10.42.0.211-443-45169-6,Male,35,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.42-31.13.71.3-36214-443-6,Male,30,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-24876-53-17,Female,60,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-64.71.142.110-54052-80-6,Male,35,Rural,Evening,English,w Home,Science,Less than an hour,VERBAL,1
239.255.255.250-10.42.0.42-1900-37874-17,Female,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
182.22.24.124-10.42.0.42-443-45890-6,Female,40,Rural,Evening,English,Other Places,Science, 2-4 hours,VERBAL,1
203.205.191.25-10.42.0.211-80-47717-6,Male,30,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-64.71.142.110-57932-443-6,Female,50,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-31.13.80.5-45947-443-6,Female,60,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-38135-53-17,Male,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-31173-53-17,Female,40,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.211-77.234.42.92-40756-443-6,Male,25,Rural,Morning,English,w Home,Science, 2-4 hours,NON VERBAL,0
203.205.158.63-10.42.0.211-80-58579-6,Male,40,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.12.174-10.42.0.151-443-59642-6,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
172.217.9.238-10.42.0.211-443-57385-6,Female,45,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
172.217.11.10-10.42.0.211-443-50655-6,Male,60,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-63454-53-17,Female,55,Rural,Morning,English,Other Places,Science, 2-4 hours,VERBAL,1
219.142.78.162-10.42.0.211-80-53006-6,Male,50,Rural,Morning,English,Class Room,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-69.147.82.60-56406-443-6,Male,65,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-77.234.42.92-39541-443-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-38038-53-17,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
205.185.216.42-10.42.0.211-80-41824-6,Male,35,Rural,Late Night,English,College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-23.219.23.167-38406-80-6,Male,50,Rural,Morning,English,Park or Garden,Science, 2-4 hours,VERBAL,1
172.217.11.14-10.42.0.42-443-51277-6,Female,45,Rural,Evening,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-31123-17,Male,45,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
180.149.153.234-10.42.0.211-80-52402-6,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
182.22.25.124-10.42.0.151-443-37785-6,Male,40,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.211-36.51.254.232-56316-443-6,Female,40,Rural,Morning,English,College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-119.146.74.33-50804-443-6,Male,50,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-4456-53-17,Female,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.42-117.121.27.11-38989-80-6,Female,30,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-104.244.42.129-36398-80-6,Male,55,Rural,Afternoon,English,Home,Science, 2-4 hours,VERBAL,1
172.217.12.164-10.42.0.151-443-48882-6,Female,60,Rural,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
219.142.78.162-10.42.0.211-80-59537-6,Male,50,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-41677-53-17,Male,35,Rural,Late Night,English,Class Room,Science, 5-6 hours,VERBAL,1
10.42.0.151-31.13.80.5-34975-443-6,Male,75,Rural,Late Night,English,Central Library,Science, 6 and Above,VERBAL,1
10.42.0.211-14.29.93.243-35661-80-6,Female,45,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-54447-53-17,Male,30,Rural,Late Night,English,w Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.211-119.146.74.33-50615-443-6,Male,70,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
172.217.7.164-10.42.0.42-443-50076-6,Female,25,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-63090-53-17,Male,45,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-50.17.222.169-53620-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.6.238-10.42.0.151-443-40562-6,Male,35,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-123.125.29.138-40292-80-6,Female,30,Rural,Evening,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.151-23.205.18.73-59388-443-6,Female,40,Urban,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.42-23.208.156.9-55616-443-6,Female,50,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.12.200-10.42.0.211-443-48040-6,Female,60,Rural,Evening,English,Class Room,Science,g 5-6 hours,VERBAL,1
172.217.12.202-10.42.0.42-443-45771-6,Male,45,Rural,Evening,English,College Lab,Science,Less than an hour,VERBAL,1
10.42.0.211-111.221.77.148-32978-40010-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
158.85.48.251-10.42.0.151-443-44770-6,Male,50,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.42-54.230.38.227-40978-443-6,Male,50,Urban,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-23.66.169.49-52106-80-6,Male,40,Urban,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.10.142-10.42.0.151-443-55236-6,Female,55,Urban,Morning,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-47979-53-17,Female,60,Rural,Evening,English,w College Lab,Science, 2-4 hours,VERBAL,1
216.58.219.202-10.42.0.151-443-46555-6,Male,40,Urban,Morning,English,w College Lab,Science,2-4 hours,VERBAL,1
140.205.230.8-10.42.0.211-80-40920-6,Male,45,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.12.206-10.42.0.211-443-57401-6,Female,40,Rural,Morning,English,w College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-98.139.183.24-35052-443-6,Male,25,Urban,Morning,English,Other Places,Science, 2-4 hours,VERBAL,1
10.42.0.42-35.185.31.66-44705-443-6,Female,40,Rural,Late Night,English,w Park or Garden,Science, 2-4 hours,VERBAL,1
172.217.12.142-10.42.0.151-443-49816-6,Male,40,Rural,Late Night,English,w Park or Garden,Science,2-4 hours,VERBAL,1
183.136.237.235-10.42.0.151-80-35978-6,Male,45,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.211-95.213.11.181-55235-80-6,Male,50,Rural,Evening,English,w Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-16485-53-17,Male,40,Urban,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-23.206.173.182-47916-80-6,Male,45,Urban,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-56886-53-17,Male,75,Rural,Evening,English,Central Library,Science,2-4 hours,VERBAL,1
222.73.28.96-10.42.0.211-80-32929-6,Male,25,Rural,Late Night,English,w Park or Garden,Science, 2-4 hours,VERBAL,1
172.217.10.226-10.42.0.151-443-45561-6,Male,65,Rural,Late Night,English,Central Library,other, 2-4 hours,VERBAL,1
10.42.0.211-66.198.24.240-37369-443-6,Male,60,Rural,Morning,English,Central Library,Arts,Less than an hour,VERBAL,1
183.79.253.231-10.42.0.211-443-38947-6,Female,20,Rural,Evening,English,Park or Garden,Science,Less than an hour,VERBAL,1
203.205.158.60-10.42.0.211-80-41165-6,Male,40,Rural,Afternoon,English,Class Room,Science,Less than an hour,VERBAL,1
209.10.120.26-10.42.0.211-80-36267-6,Male,40,Rural,Late Night,English,Central Library,Arts, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-50448-53-17,Male,45,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-53268-53-17,Female,60,Rural,Late Night,English,Home,Commerce,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-11694-53-17,Male,40,Rural,Morning,English,Campus Ground,Science, 5-6 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-42713-17,Male,40,Rural,Late Night,English,w Campus Ground,Science, 6 and Above,VERBAL,1
140.205.230.8-10.42.0.211-80-39677-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.42-123.125.29.138-53465-80-6,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
202.77.129.150-10.42.0.211-80-40986-6,Male,55,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
198.11.188.75-10.42.0.211-443-38703-6,Female,80,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
157.55.130.155-10.42.0.151-40008-43477-17,Male,45,Rural,Morning,English,College lab,Science,Less than an hour,VERBAL,1
10.42.0.211-54.243.172.216-43341-443-6,Female,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.42-119.146.74.48-55156-80-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.11.46-10.42.0.151-443-56324-6,Female,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
239.255.255.250-10.42.0.1-1900-35255-17,Female,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.42-13.107.3.128-39298-443-6,Female,45,Rural,Evening,English,w Other places,Science,Less than an hour,VERBAL,1
10.42.0.211-52.84.145.136-39307-80-6,Male,30,Rural,Morning,English,Home,Science,g 5-6 hours,VERBAL,1
173.194.205.188-10.42.0.151-5228-50845-6,Female,60,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-52.84.29.134-39939-443-6,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-40380-17,Female,50,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.151-66.231.239.120-60129-80-6,Male,25,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-52.84.29.154-34144-443-6,Male,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
175.100.207.231-10.42.0.211-443-40029-6,Male,30,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
203.205.128.137-10.42.0.211-80-38162-6,Male,30,Rural,Morning,English,College lab,Science,2-4 hours,VERBAL,1
10.42.0.151-40.122.162.208-34436-443-6,Male,40,Rural,Morning,English,Home,Science,5-6 hours,VERBAL,1
202.77.129.146-10.42.0.151-80-36574-6,Male,60,Rural,Morning,English,College lab,Science,s 6 and Above,VERBAL,1
10.42.0.211-10.42.0.1-50692-53-17,Female,45,Rural,Morning,English,College lab,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-20560-53-17,Male,75,Rural,Late Night,English,w Home,Science,2-4 hours,VERBAL,1
10.42.0.211-98.139.183.24-47192-80-6,Female,50,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
172.217.12.206-10.42.0.151-443-39631-6,Male,40,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
192.229.173.173-10.42.0.151-80-59831-6,Male,40,Rural,Late Night,English,Class Room,Science,Less than an hour,VERBAL,1
172.217.3.110-10.42.0.211-443-52211-6,Male,45,Rural,Morning,English,w College lab,Science,Less than an hour,VERBAL,1
203.130.53.126-10.42.0.211-80-52063-6,Female,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-54052-53-17,Male,60,Rural,Morning,English,Central Library,Science,6 and Above,NON VERBAL,0
172.217.10.3-10.42.0.42-443-57916-6,Female,50,Rural,Morning,English,Home,Science,e 2-4 hours,VERBAL,1
203.205.191.27-10.42.0.151-80-43278-6,Male,55,Rural,Morning,English,Home,Commerce,e 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-16064-53-17,Female,45,Rural,Morning,English,Home,Commerce,2-4 hours,NON VERBAL,0
10.42.0.151-40.117.100.83-36994-443-6,Female,50,Rural,Morning,English,Home,Arts,Less than an hour,NON VERBAL,0
10.42.0.151-106.11.14.99-60617-443-6,Male,40,Rural,Evening,English,Class Room,Commerce,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-30431-53-17,Male,40,Rural,Late Night,English,Central Library,Science,e 2-4 hours,NON VERBAL,0
10.42.0.211-23.194.141.191-54678-443-6,Male,55,Rural,Morning,English,Central Library,Commerce,Less than an hour,VERBAL,1
182.22.31.252-10.42.0.151-443-50775-6,Male,55,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-36409-17,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
192.229.173.173-10.42.0.211-80-50505-6,Female,45,Rural,Afternoon,English,Home,Commerce,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-52531-53-17,Female,40,Rural,Morning,English,Home,Arts, 2-4 hours,VERBAL,1
10.42.0.211-52.192.237.93-54207-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-64224-53-17,Male,55,Rural,Morning,English,Central Library,other,To borrow library materials,VERBAL,1
180.149.153.234-10.42.0.211-80-38199-6,Male,40,Rural,Evening,English,Home,Science, 2-4 hours,NON VERBAL,0
216.58.217.68-10.42.0.211-443-43145-6,Female,50,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
172.217.5.227-10.42.0.211-80-54180-6,Female,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-114.112.89.213-57122-80-6,Male,40,Rural,Afternoon,English,w Home,Arts,Less than an hour,NON VERBAL,0
202.77.129.161-10.42.0.211-80-53974-6,Male,45,Rural,Afternoon,English,w Other places,Science,Less than an hour,NON VERBAL,0
172.217.10.138-10.42.0.42-443-43622-6,Female,50,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
157.240.2.20-10.42.0.151-443-40585-6,Female,60,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-23241-53-17,Female,60,Rural,Late Night,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-53348-53-17,Male,45,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-23.99.112.73-55565-443-6,Male,30,Rural,Evening,English,w Home,Science,s 6 and Above,VERBAL,1
198.11.132.221-10.42.0.211-443-49813-6,Male,40,Rural,Morning,English,w Class Room,Science,Less than an hour,VERBAL,1
10.42.0.211-54.243.187.254-38235-443-6,Male,55,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-98.139.180.149-36613-443-6,Male,40,Rural,Late Night,English,College lab,Science,2-4 hours,VERBAL,1
205.185.216.10-10.42.0.211-80-34074-6,Male,35,Rural,Evening,English,Home,Science, 5-6 hours,VERBAL,1
10.42.0.42-52.179.189.71-48975-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.35-10.42.0.151-443-36016-6,Male,40,Rural,Late Night,English,Home,other,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-63385-17,Female,45,Rural,Afternoon,English,Other places,Science,Less than an hour,VERBAL,1
10.42.0.211-23.208.217.149-58173-443-6,Male,25,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
180.149.136.194-10.42.0.151-80-56029-6,Male,40,Rural,Evening,English,Home,other,Less than an hour,VERBAL,1
10.42.0.211-104.79.152.104-44338-443-6,Male,45,Rural,Afternoon,English,w Home,Science,2-4 hours,VERBAL,1
172.217.12.206-10.42.0.42-443-44223-6,Female,40,Rural,Evening,English,Other places,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-47237-53-17,Male,40,Rural,Morning,English,College lab,Science,Less than an hour,VERBAL,1
10.42.0.42-23.208.146.200-42329-443-6,Male,45,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-95.213.11.133-60180-443-6,Female,45,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
198.11.132.221-10.42.0.211-443-58026-6,Female,45,Rural,Late Night,English,w Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-77.234.44.41-43117-80-6,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-103.235.46.39-56646-80-6,Male,55,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-38.69.238.129-44806-443-6,Male,45,Rural,Afternoon,English,Home,Science,e 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-24603-53-17,Male,55,Rural,Late Night,English,Home,Science,5-6 hours,NON VERBAL,0
157.240.18.36-10.42.0.211-443-50224-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.12.202-10.42.0.211-443-48639-6,Female,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
239.255.255.250-10.42.0.1-1900-59751-17,Male,45,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-77.234.44.200-38615-80-6,Female,35,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-14392-53-17,Female,55,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-31719-53-17,Male,45,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-10575-53-17,Female,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-14898-53-17,Male,40,Rural,Evening,English,Class Room,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-44934-53-17,Male,40,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-123.125.29.220-46051-80-6,Male,40,Rural,Morning,English,College lab,Science,Less than an hour,NON VERBAL,0
174.36.210.41-10.42.0.211-5222-55916-6,Male,45,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
169.47.40.147-10.42.0.211-5222-38871-6,Male,45,Rural,Afternoon,English,w Central Library,Science,2-4 hours,VERBAL,1
172.217.10.237-10.42.0.151-443-57097-6,Male,35,Rural,Late Night,English,Other places,Science,2-4 hours,VERBAL,1
172.217.11.1-10.42.0.211-443-37012-6,Male,50,Rural,Morning,English,w Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.42-106.39.169.66-33142-443-6,Male,60,Rural,Afternoon,English,Central Library,Science, 2-4 hours,NON VERBAL,0
172.217.10.10-10.42.0.211-443-46834-6,Male,30,Rural,Late Night,English,w Home,Science,Less than an hour,VERBAL,1
172.217.12.130-10.42.0.151-443-60516-6,Male,25,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
